chr,start,end,CD8,Treg_Foxp3_all,oreganno
chr12,80747429,80748316,,887.0,
chr12,81213816,81214592,,,730.0
chr12,83434959,83435431,,,88.0
chr12,85791732,85792685,,,738.0
chr12,86113647,86114423,478.0,,
chr12,86217775,86218099,265.0,,
chr12,86309905,86310304,,399.0,
chr12,86785597,86786092,,495.0,
chr12,86787827,86788605,,537.0,301.0
chr12,86795973,86796709,,,623.0
chr12,86814349,86815090,,,257.0
chr12,86933926,86934283,,357.0,
chr12,87046024,87047001,,966.0,
chr12,88287848,88288499,,,351.0
chr12,88812528,88813549,,,556.0
chr12,93087332,93088040,,,35.0
chr12,99453670,99454134,392.0,,
chr12,99484975,99485517,460.0,,
chr12,99507779,99508844,423.0,,
chr12,99521386,99522139,,753.0,
chr12,99984329,99985883,,,333.0
chr12,100871896,100872266,344.0,,
chr12,101437659,101439315,314.0,,
chr12,101759117,101759469,,,347.0
chr12,101963083,101963868,,,513.0
chr12,102133393,102134135,,742.0,
chr12,102232294,102233283,604.0,,
chr12,103911122,103911373,,251.0,
chr12,103911677,103912015,,162.0,
chr12,103912470,103913175,387.0,,
chr12,104563630,104564057,,,427.0
chr12,104569403,104570205,582.0,,
chr12,104586777,104587213,,,95.0
chr12,105271607,105271883,,,276.0
chr12,109884444,109884804,,360.0,
chr12,109884867,109885067,,200.0,
chr12,109995908,109996511,412.0,,
chr12,111829329,111830191,,,523.0
chr12,111975921,111976456,388.0,,
chr12,113140797,113141136,,,339.0
chr12,113825409,113825625,,,216.0
chr12,113826709,113827545,,,836.0
chr12,113856187,113856594,,,199.0
chr12,113857671,113858382,,,606.0
chr12,113912807,113913256,,,160.0
chr12,113913407,113913893,,,349.0
chr12,114188479,114189042,310.0,,
chr12,114405998,114406876,530.0,,
chr12,116229051,116229711,249.0,,
chr12,117493105,117493521,416.0,,
chr12,119614618,119615966,,984.0,
chr12,119629279,119629748,285.0,,
chr12,119666823,119667229,330.0,,
chr13,3372179,3372843,445.0,,
chr13,3641450,3641718,,,268.0
chr13,5713386,5714399,350.0,725.0,
chr13,5803491,5803755,,,264.0
chr13,5844312,5845388,506.0,1076.0,
chr13,5889214,5889707,,493.0,
chr13,6626651,6626987,,152.0,
chr13,9106263,9106854,,,312.0
chr13,10018538,10018820,266.0,,
chr13,12432506,12433353,,,23.0
chr13,13651237,13651641,402.0,,
chr13,18067538,18068134,,596.0,
chr13,18822528,18822879,,,294.0
chr13,19274041,19274583,342.0,,
chr13,20184073,20184550,477.0,,
chr13,20186712,20186993,,281.0,
chr13,20398361,20398564,,203.0,
chr13,21291798,21292787,,,615.0
chr13,21825987,21826372,,,294.0
chr13,22065949,22067196,,,416.0
chr13,23646816,23648368,725.0,,
chr13,23673232,23673652,,,420.0
chr13,23830523,23832085,793.0,,
chr13,24638981,24639285,,,115.0
chr13,24709527,24709995,,468.0,
chr13,24891896,24892108,,,212.0
chr13,30077835,30078529,,,169.0
chr13,30176881,30177341,,,339.0
chr13,30667186,30667558,,372.0,
chr13,30721855,30722192,,337.0,
chr13,30839452,30839929,,477.0,
chr13,30840328,30840618,,290.0,
chr13,30840810,30841285,,64.0,
chr13,30884052,30884622,,519.0,
chr13,30905158,30905695,,504.0,
chr13,30909337,30909657,,320.0,
chr13,30925385,30925634,,249.0,
chr13,32919794,32920092,,,298.0
chr13,33074604,33074956,,352.0,
chr13,33093105,33093610,,505.0,
chr13,33096167,33096815,,,626.0
chr13,34056389,34057695,,,313.0
chr13,34956415,34956704,289.0,,
chr13,35085427,35086457,,,282.0
chr13,36899780,36900248,443.0,468.0,
chr13,36905896,36906141,,245.0,
chr13,37629590,37630047,286.0,,333.0
chr13,37711628,37712058,,,430.0
chr13,37884864,37885228,,364.0,
chr13,37949320,37950308,269.0,,
chr13,37972682,37972882,,,200.0
chr13,38243072,38243394,,,311.0
chr13,38619430,38620713,,,146.0
chr13,38672478,38672871,,,326.0
chr13,41012395,41012649,,,185.0
chr13,41019247,41019694,380.0,,
chr13,41111355,41112095,,,152.0
chr13,41462439,41463130,,691.0,
chr13,43335183,43335697,,514.0,
chr13,43363659,43364766,,638.0,
chr13,43710860,43711241,,246.0,
chr13,43870458,43870958,190.0,500.0,
chr13,43884310,43884921,,611.0,
chr13,43959770,43960288,398.0,,
chr13,44602393,44602793,,400.0,
chr13,45096376,45096596,,,27.0
chr13,45096811,45097109,,,4.0
chr13,45550862,45551455,,,142.0
chr13,45781559,45781860,,77.0,
chr13,45945625,45946382,,757.0,
chr13,45947151,45947430,,210.0,
chr13,45947721,45947981,,260.0,
chr13,46012577,46013139,,,244.5
chr13,46019792,46020324,,461.0,
chr13,46786085,46786586,421.0,,
chr13,47200961,47201774,,,565.0
chr13,48611219,48611915,,696.0,
chr13,48973708,48974420,255.0,,
chr13,49074557,49074810,,253.0,
chr13,49282570,49283685,,,124.0
chr13,51740179,51740913,,,69.0
chr13,51862878,51864049,875.0,,
chr13,51893665,51894133,,468.0,
chr13,51909076,51909879,,803.0,
chr13,52031267,52031592,,325.0,
chr13,52031747,52032285,,538.0,
chr13,52065422,52065871,449.0,449.0,
chr13,52179028,52179803,,775.0,
chr13,52816816,52817371,350.0,,
chr13,52888930,52889373,,443.0,
chr13,52902990,52903473,467.0,,
chr13,52924533,52924899,,,366.0
chr13,53009198,53009688,,324.0,
chr13,53017427,53017687,260.0,,
chr13,53024585,53025371,,,719.0
chr13,53071884,53072197,,,313.0
chr13,53074803,53075050,,,104.0
chr13,53075636,53076202,,,173.0
chr13,53078183,53078427,244.0,,
chr13,54168788,54169271,,,34.0
chr13,54283562,54284203,,641.0,
chr13,55291415,55292017,556.0,,195.0
chr13,55637747,55638391,397.0,,
chr13,55738056,55738274,218.0,,
chr13,56608351,56608880,,529.0,
chr13,56805068,56805725,525.0,,
chr13,58258804,58260241,,,258.0
chr13,58315921,58316330,,,253.0
chr13,58316850,58317521,,,282.0
chr13,58489301,58489714,392.0,,
chr13,59923888,59924912,,,61.0
chr13,62981250,62982073,337.0,,
chr13,63666062,63666474,,,331.0
chr13,65379471,65380754,357.0,,
chr13,67005629,67006701,,,734.0
chr13,67092608,67092882,274.0,,
chr13,67552083,67552843,,,153.0
chr13,67584718,67585624,,,736.0
chr13,74162471,74163081,,,486.0
chr13,74776369,74777921,369.0,,
chr13,75844462,75845264,,,170.0
chr13,75934841,75935708,,,354.0
chr13,76235650,76236659,,,680.0
chr13,81024564,81025725,,,1161.0
chr13,81314670,81315523,,853.0,
chr13,81508560,81508942,,,15.0
chr13,81899472,81899716,,,231.0
chr13,85428465,85429632,,,506.0
chr13,90980612,90980892,,,280.0
chr13,91062207,91063324,,,275.0
chr13,94541010,94542356,544.0,,
chr13,95558667,95559346,353.0,,
chr13,96466710,96467331,,566.0,
chr13,96660875,96661448,,,205.0
chr13,96757058,96757557,476.0,,
chr13,97157953,97158525,322.0,,
chr13,97257253,97257547,,294.0,
chr13,97726327,97726993,,666.0,
chr13,99585010,99585793,,,682.0
chr13,99660573,99661286,264.0,,
chr13,99666501,99667122,,,411.0
chr13,99714499,99715160,,,202.0
chr13,101500487,101501361,435.0,,
chr13,102317791,102318262,372.0,,
chr13,102477121,102477779,174.0,,
chr13,102489163,102489737,,,21.0
chr13,103667209,103667423,,,214.0
chr13,104968111,104969487,,,1114.0
chr13,105075158,105075631,,,231.0
chr13,105078080,105078392,,,312.0
chr13,105396873,105397224,,351.0,
chr13,107736674,107737475,444.0,,
chr13,108834171,108835215,,,123.0
chr13,110231011,110231346,,,335.0
chr13,111534232,111534432,,,200.0
chr13,111534551,111534753,,,202.0
chr13,112048180,112049297,,873.0,
chr13,112561385,112561884,,,88.0
chr13,112726116,112726828,,,455.0
chr13,112774164,112774764,,,538.0
chr13,113699916,113700116,,,200.0
chr13,114370067,114370960,507.0,,
chr13,114404795,114405610,,,279.0
chr13,114978893,114979475,518.0,,
chr13,115607940,115608933,,,332.0
chr13,115635419,115636641,418.0,,
chr13,115686013,115686545,390.0,,
chr13,115705008,115705684,,,485.0
chr13,117837067,117837683,,616.0,
chr13,118049326,118050169,,542.0,
chr14,8912599,8913567,,,680.0
chr14,8931844,8932451,,,282.0
chr14,9005193,9006380,,,254.0
chr14,9147059,9147259,,,152.0
chr14,14845436,14846212,309.0,,
chr14,14900162,14901593,,,812.0
chr14,15465061,15466323,,526.0,
chr14,17075474,17076514,,,854.0
chr14,17197049,17197944,,,376.0
chr14,19102936,19104027,,,150.0
chr14,19653228,19653785,412.0,,
chr14,20781721,20782086,253.0,,
chr14,20992930,20993565,,635.0,
chr14,21198961,21199578,,617.0,
chr14,21493188,21494112,,,924.0
chr14,21604231,21605012,333.0,,
chr14,21931831,21932477,,561.0,
chr14,22154059,22154399,,,340.0
chr14,22478911,22479214,,,303.0
chr14,26277071,26277594,,,498.0
chr14,26278402,26278879,,,477.0
chr14,26285806,26286052,,,246.0
chr14,26336266,26337149,615.0,,
chr14,26346709,26347245,,,536.0
chr14,26587820,26588522,,,7.0
chr14,28154472,28155026,,554.0,
chr14,28197307,28197694,,387.0,
chr14,28321140,28321969,,,480.0
chr14,31529671,31530078,,,253.0
chr14,31530181,31530450,,,269.0
chr14,31764106,31765017,,,392.0
chr14,31941565,31942485,,,172.0
chr14,32180902,32181494,259.0,592.0,
chr14,32453757,32454690,,,284.0
chr14,32474725,32475676,,,405.0
chr14,33005771,33005983,,,148.0
chr14,37781304,37782450,,,249.0
chr14,37947734,37949043,,,650.0
chr14,37977884,37978273,,,205.0
chr14,37978470,37978989,,,381.0
chr14,45660641,45661153,,512.0,
chr14,45721922,45722188,,266.0,
chr14,47441174,47441457,,,283.0
chr14,48153322,48153851,,,295.0
chr14,49041663,49042199,357.0,,
chr14,49791429,49792031,,,602.0
chr14,49792269,49792519,,,236.0
chr14,50682067,50682464,190.0,,
chr14,51702229,51703105,,,745.0
chr14,51708398,51709536,,,366.3333333333333
chr14,51710091,51710813,,,712.0
chr14,52503040,52503684,,,157.0
chr14,52504162,52504804,,,642.0
chr14,52532836,52533714,,,161.0
chr14,52898608,52899532,325.0,,
chr14,54841892,54842598,,706.0,
chr14,54846935,54847614,676.0,,
chr14,54852682,54853492,,810.0,
chr14,54980259,54981099,,,510.0
chr14,55136051,55136657,,,260.0
chr14,55196960,55197351,137.0,,169.0
chr14,55221984,55222518,,,378.0
chr14,56196966,56197744,,,42.0
chr14,56203883,56204511,,,583.0
chr14,56222681,56223316,441.0,,
chr14,56343208,56343849,,641.0,
chr14,56501009,56501501,,,369.0
chr14,56503646,56504089,,,443.0
chr14,56880954,56881488,,534.0,
chr14,57190368,57190918,261.0,,
chr14,57396996,57397729,437.0,,
chr14,60059280,60060512,369.0,,
chr14,60216140,60217242,,,1005.0
chr14,60748260,60749032,,,37.0
chr14,60869964,60870955,,,515.0
chr14,61791342,61792493,,,239.0
chr14,62308245,62308462,,,61.0
chr14,62636029,62636463,,434.0,
chr14,63546847,63547426,432.0,,
chr14,63741103,63742089,,,262.0
chr14,65059010,65060063,,,174.0
chr14,65962278,65963063,,,785.0
chr14,65976755,65977601,,,247.0
chr14,66766483,66766820,,,337.0
chr14,69943867,69944273,,,368.0
chr14,70261239,70261637,,,398.0
chr14,70377567,70377862,,295.0,
chr14,70456059,70456383,,,129.0
chr14,70456648,70457215,,,567.0
chr14,70683353,70683820,,467.0,
chr14,70740861,70741436,,,168.0
chr14,71166383,71166925,,,440.0
chr14,71167234,71167623,,,205.0
chr14,71520132,71520653,416.0,,
chr14,73108678,73110106,,485.0,
chr14,73221336,73222434,,944.0,
chr14,73287622,73287849,218.0,,
chr14,73487531,73488038,,507.0,
chr14,73637634,73638891,,,354.0
chr14,73653449,73653678,,229.0,207.0
chr14,73784837,73785283,,,203.0
chr14,75131760,75132446,,,72.0
chr14,75578259,75578698,,56.0,
chr14,75578950,75579681,,731.0,
chr14,75586057,75586393,,336.0,
chr14,75592155,75593039,,884.0,
chr14,75683818,75684558,,,740.0
chr14,76153791,76154626,,,577.0
chr14,76186318,76187212,383.0,,
chr14,77181089,77181798,,709.0,
chr14,78260929,78261404,383.0,,
chr14,87540256,87541497,601.0,,
chr14,100858374,100858794,,,276.5
chr14,101876198,101877405,,898.0,
chr14,102241454,102242194,,,740.0
chr14,103497766,103498236,,,355.0
chr14,103498536,103499257,,,721.0
chr14,104426456,104426663,,,207.0
chr14,118523276,118523984,,,147.0
chr14,120675536,120675834,,,253.0
chr14,120797476,120797857,,,381.0
chr14,120806095,120806450,,,220.5
chr14,121231050,121231711,,,376.0
chr14,121452164,121452543,,,379.0
chr14,121877067,121878045,381.0,,
chr14,122222223,122222626,,403.0,
chr14,122228994,122229797,,803.0,
chr14,122297653,122298188,,,339.0
chr14,122298278,122298667,,,389.0
chr14,122305534,122305977,,206.0,
chr14,122314828,122315419,352.0,,
chr14,122350673,122350979,,,306.0
chr14,122353640,122354792,,879.0,
chr14,122441272,122441969,,165.0,
chr14,122451857,122452240,,383.0,
chr14,122452578,122452927,,291.0,
chr14,122457156,122457405,,249.0,
chr14,122933087,122933902,,,219.0
chr14,123251209,123252164,396.0,856.0,
chr14,123301076,123301808,,,252.0
chr15,3220565,3221069,,,232.5
chr15,5057952,5058954,438.0,,261.0
chr15,5134820,5136206,,,948.0
chr15,6451088,6451288,200.0,,
chr15,6505549,6505976,,427.0,
chr15,6518634,6519434,,800.0,
chr15,6658839,6659268,,,133.0
chr15,6676503,6676736,,233.0,
chr15,8395315,8396257,334.0,,
chr15,9000628,9001204,,,138.0
chr15,9526338,9526753,,,415.0
chr15,9529817,9530267,,,100.0
chr15,10074260,10074668,,408.0,
chr15,11329025,11329800,,,96.0
chr15,11939899,11940918,,1019.0,422.0
chr15,25814384,25814737,47.0,,
chr15,27526248,27527174,,566.0,
chr15,27570817,27571510,,693.0,
chr15,31382885,31383684,,,483.0
chr15,35300586,35301796,,,460.0
chr15,36233252,36234131,,,25.0
chr15,36293714,36294239,,525.0,
chr15,36325890,36326433,,443.0,451.5
chr15,36645389,36646339,334.0,,
chr15,37065391,37065829,,,438.0
chr15,38400042,38401037,,,975.0
chr15,38639919,38640342,,,152.0
chr15,44450323,44451754,,,257.0
chr15,44579529,44580377,,,87.0
chr15,50192834,50194041,,376.0,
chr15,50498636,50499622,,951.0,
chr15,50529150,50530410,,1012.0,
chr15,50582638,50582838,,200.0,
chr15,52988457,52989407,,950.0,
chr15,55378763,55379002,239.0,,
chr15,58516081,58517002,,775.0,
chr15,58719447,58719704,,,88.0
chr15,58720111,58721162,369.0,,643.0
chr15,58937444,58937955,,511.0,
chr15,59403462,59403762,,300.0,
chr15,59479267,59480209,,,291.0
chr15,59484431,59485061,,,279.0
chr15,59539400,59539677,,,254.0
chr15,59928760,59929136,,,376.0
chr15,61260347,61260708,264.0,,
chr15,61271375,61272101,,406.0,
chr15,61273294,61273602,,308.0,
chr15,61279986,61280462,,476.0,
chr15,61996262,61996778,,516.0,362.0
chr15,62000786,62001667,,881.0,
chr15,62009202,62009876,,674.0,
chr15,62021120,62021760,,640.0,
chr15,62076948,62077267,,319.0,
chr15,62566404,62566621,,217.0,
chr15,62610527,62610928,357.0,,
chr15,62655423,62655990,,567.0,
chr15,62656736,62657023,,287.0,
chr15,63906722,63907615,,822.0,
chr15,64043198,64043427,229.0,229.0,
chr15,64066244,64066968,,101.0,
chr15,66276694,66277756,,921.0,
chr15,66339356,66339931,575.0,,
chr15,66392202,66393016,,,601.0
chr15,66631328,66631887,285.0,,
chr15,66829822,66830172,,350.0,
chr15,66961505,66961909,,404.0,
chr15,66976921,66977267,,,52.0
chr15,72980086,72980422,,336.0,
chr15,72985096,72985357,,222.0,
chr15,72986818,72987204,,386.0,
chr15,73000916,73001287,,371.0,329.0
chr15,74916570,74917525,490.0,,
chr15,75692551,75692949,,,32.0
chr15,75900129,75900519,,,390.0
chr15,76446703,76447233,,,197.0
chr15,76455872,76456753,,,13.0
chr15,77563701,77564242,349.0,,
chr15,77801076,77801643,258.0,,264.0
chr15,78325363,78325915,552.0,,
chr15,78362368,78362862,,,434.0
chr15,78411874,78412454,,,426.0
chr15,78678985,78679219,,,196.0
chr15,78754002,78754390,388.0,,
chr15,79158447,79158963,,,14.0
chr15,79571207,79572044,,,325.0
chr15,79572281,79572649,,,307.0
chr15,79758078,79758482,,,365.0
chr15,79913612,79914189,,,492.5
chr15,80064074,80064755,,,681.0
chr15,81352508,81353983,536.0,,
chr15,81640626,81640850,,,224.0
chr15,81641242,81642012,,,184.0
chr15,81791061,81791692,373.0,,
chr15,81846529,81847229,367.0,,
chr15,85286369,85287040,250.0,,
chr15,88721126,88722285,,,51.0
chr15,89040518,89041072,,,164.0
chr15,89203692,89204646,394.0,,
chr15,89306370,89307350,361.0,,
chr15,96115703,96116560,,,603.0
chr15,96116912,96117346,,,434.0
chr15,96291193,96292223,,,1030.0
chr15,96529057,96529742,,,412.0
chr15,96529945,96530836,,,5.0
chr15,96539816,96540823,,,697.0
chr15,97203024,97204850,695.0,1653.0,761.0
chr15,97494179,97494850,241.0,,
chr15,98593366,98593929,,,501.0
chr15,98661158,98661439,,,281.0
chr15,98823061,98823293,184.0,,
chr15,99082161,99082715,255.0,,
chr15,99890916,99891684,,572.0,
chr15,101076549,101077455,,,906.0
chr15,101088758,101089391,,633.0,
chr15,101098013,101098311,152.0,,
chr15,101980550,101981365,,,86.0
chr15,102062275,102062535,,,222.0
chr15,102069676,102069876,200.0,,
chr16,3872052,3872773,,,21.0
chr16,4474957,4475582,258.0,,
chr16,4559723,4559977,,,254.0
chr16,4583806,4584122,316.0,,
chr16,4885906,4886227,,,151.0
chr16,4886392,4886826,,,44.0
chr16,4964125,4964897,,,394.0
chr16,8406800,8407028,,,228.0
chr16,10741245,10741618,,,373.0
chr16,10815154,10815385,202.0,,
chr16,10976114,10976648,,,248.0
chr16,10992268,10993574,,,427.0
chr16,11144080,11144384,220.0,,
chr16,11202812,11203864,335.0,,
chr16,11285079,11285857,220.0,,
chr16,11475462,11476332,,771.0,
chr16,11908830,11909730,,,440.0
chr16,13437053,13438270,,,758.0
chr16,13440646,13440858,,,212.0
chr16,13671702,13672306,212.0,,
chr16,13902553,13903926,,,780.0
chr16,15636832,15638181,,,1218.0
chr16,17276177,17276817,,,120.0
chr16,17276917,17277296,,,379.0
chr16,18416573,18416911,,,236.5
chr16,18460075,18460514,364.0,,
chr16,18811352,18812639,,,631.0
chr16,20097328,20098535,,,712.0
chr16,20610575,20611015,371.0,,
chr16,21947004,21947894,,,225.0
chr16,22431911,22432313,402.0,,
chr16,22439476,22440245,,,693.0
chr16,23144289,23144871,,582.0,
chr16,23274460,23274960,314.0,,
chr16,23984816,23985424,,230.0,195.0
chr16,24151200,24152336,,1136.0,
chr16,24222920,24223656,,,139.0
chr16,24392708,24393681,,,286.0
chr16,24629189,24630049,,851.0,
chr16,24704298,24704864,,566.0,
chr16,24910485,24911279,,709.0,
chr16,25485119,25485402,,283.0,
chr16,27387715,27388665,,950.0,
chr16,27401156,27401368,,212.0,
chr16,27401724,27402148,,424.0,
chr16,30009644,30010049,,,323.0
chr16,30064304,30064547,,,134.0
chr16,30187895,30188703,,,74.0
chr16,30503979,30504516,,,534.0
chr16,32087687,32088127,,,440.0
chr16,32107741,32108558,,,702.0
chr16,32163467,32163821,354.0,,
chr16,32165388,32165839,,,68.0
chr16,32430853,32431204,,,78.25
chr16,32431488,32431769,,,141.0
chr16,32434131,32434617,,,437.0
chr16,32750478,32751567,,943.0,
chr16,32812961,32813451,433.0,,
chr16,33343612,33344125,399.0,,
chr16,33684350,33684713,,,245.0
chr16,33687707,33688254,277.0,,
chr16,33708088,33708622,,534.0,
chr16,33776820,33777175,,201.0,
chr16,33830188,33830528,,,303.0
chr16,33966212,33967302,,,360.0
chr16,33988509,33989107,,,446.0
chr16,36040887,36041684,,,460.0
chr16,36476802,36477443,,641.0,
chr16,36684092,36684943,,851.0,
chr16,36827910,36828815,,,847.0
chr16,37867945,37868908,,,912.0
chr16,43574192,43574459,,,267.0
chr16,43664009,43664865,,856.0,
chr16,43690183,43690996,707.0,,
chr16,44320271,44320816,,,270.0
chr16,45025418,45025850,370.0,,
chr16,45251941,45252564,,623.0,
chr16,45389886,45390256,,25.0,
chr16,45952430,45952926,,,449.0
chr16,45998282,45998810,,528.0,
chr16,49774759,49775041,282.0,282.0,
chr16,49775237,49775562,,325.0,
chr16,49790860,49791531,467.0,671.0,
chr16,49796990,49797383,,393.0,
chr16,49798897,49799331,431.0,,
chr16,49888032,49888754,,410.0,
chr16,49935943,49936897,,954.0,
chr16,49969972,49970964,,824.0,
chr16,49982338,49982627,,289.0,
chr16,50070498,50071044,,546.0,
chr16,50299074,50299281,,207.0,
chr16,51675086,51675695,,609.0,
chr16,51690706,51691485,,779.0,
chr16,51704979,51705844,,865.0,
chr16,51878463,51878758,,295.0,
chr16,52060370,52060787,,85.0,
chr16,52061131,52061664,,519.0,533.0
chr16,52081849,52082364,515.0,,
chr16,52094767,52096129,,1159.0,
chr16,52142962,52143614,,614.0,
chr16,52147280,52147955,,675.0,
chr16,52292480,52293145,,665.0,
chr16,52451708,52453750,282.0,,
chr16,55636577,55637460,,883.0,
chr16,55754250,55755151,,901.0,
chr16,55770429,55770860,,431.0,
chr16,55863563,55863969,,,224.0
chr16,57391582,57391782,200.0,,200.0
chr16,58670072,58670856,335.0,,
chr16,58689830,58690171,,102.0,
chr16,58690451,58690962,,511.0,
chr16,58701872,58702523,,651.0,
chr16,58751441,58751827,,,386.0
chr16,59469621,59470096,461.0,475.0,
chr16,62853733,62854361,,,356.0
chr16,64757429,64759410,317.0,,
chr16,64872711,64874058,,,213.0
chr16,70313980,70315079,,,1099.0
chr16,75908961,75909758,259.0,,
chr16,75920975,75921590,,615.0,
chr16,76202399,76202769,,,370.0
chr16,76225462,76226078,,,91.5
chr16,76346293,76346678,,,238.0
chr16,76354558,76354949,,,71.0
chr16,76373136,76374453,,,596.0
chr16,77099518,77099856,,,160.0
chr16,78237139,78237386,247.0,,
chr16,78265034,78265678,,,371.0
chr16,78490340,78491481,,506.0,
chr16,78563459,78564853,174.0,,
chr16,84621299,84622204,,905.0,
chr16,84680916,84681163,,247.0,
chr16,84682333,84682719,,386.0,
chr16,84713332,84714549,,1217.0,
chr16,87661315,87662288,310.0,,
chr16,89835833,89836472,447.0,,
chr16,89848979,89849785,627.0,806.0,
chr16,89973206,89973793,452.0,,
chr16,89986093,89986726,449.0,,
chr16,90221388,90221855,,,54.0
chr16,90221930,90222143,,,213.0
chr16,91056606,91057154,,548.0,
chr16,91073716,91074076,7.0,,
chr16,91373485,91373960,,,134.0
chr16,91374076,91374906,,,41.0
chr16,91448286,91448703,417.0,,
chr16,91470762,91471060,298.0,,
chr16,91491136,91491506,326.0,,
chr16,91522802,91523002,,,200.0
chr16,91533259,91534510,,1251.0,
chr16,92620943,92621628,,685.0,
chr16,92654135,92654432,297.0,,
chr16,92748484,92748925,,441.0,
chr16,92825725,92826725,,1000.0,
chr16,93608002,93608319,,,317.0
chr16,93798939,93799275,,336.0,
chr16,94511727,94512166,,,44.0
chr16,95970833,95972294,585.0,1355.0,
chr16,97623360,97623734,,374.0,
chr16,97623979,97624237,,76.0,
chr17,4993666,4994130,,,113.0
chr17,4994187,4994578,,,391.0
chr17,4994912,4995431,,,26.0
chr17,5125198,5125663,442.0,,
chr17,5295652,5295858,,,206.0
chr17,5801945,5802788,393.0,,
chr17,7368359,7368728,366.0,,
chr17,8081868,8082227,,359.0,
chr17,8132397,8132891,,494.0,
chr17,10425237,10425764,,,472.0
chr17,10494050,10494264,,,114.0
chr17,12358203,12358705,,502.0,
chr17,12398439,12398964,,419.0,
chr17,12976001,12976593,,592.0,
chr17,13003313,13003527,,,214.0
chr17,13108623,13109825,,,858.0
chr17,13200451,13201305,388.0,,
chr17,13744737,13745263,437.0,,462.0
chr17,13745711,13746019,262.0,,308.0
chr17,13819313,13820215,297.0,,
chr17,15604605,15604983,,,213.0
chr17,21600358,21601046,,688.0,
chr17,23735716,23736440,,,675.0
chr17,23908473,23908891,,,418.0
chr17,24357514,24357950,,,436.0
chr17,25152662,25153494,,,601.0
chr17,25321123,25321632,509.0,,
chr17,25910554,25910754,192.0,,200.0
chr17,25981281,25981739,44.0,,
chr17,26644522,26644754,,,124.0
chr17,26813074,26814196,,,535.0
chr17,26917872,26918072,,,121.0
chr17,27936918,27937309,,,355.0
chr17,28144218,28144519,,,111.0
chr17,28428443,28428643,200.0,,
chr17,28749521,28750069,485.0,,
chr17,28835114,28835394,,,47.0
chr17,29530401,29531009,,608.0,
chr17,29531061,29531483,,422.0,
chr17,29565784,29566241,,457.0,
chr17,29629676,29630058,,,277.0
chr17,29631115,29631546,,431.0,
chr17,31360787,31361252,465.0,,
chr17,31432096,31433113,,,637.0
chr17,31967590,31967987,,234.0,
chr17,32457654,32458620,442.0,,
chr17,33169813,33170560,220.0,,
chr17,33229435,33229787,,,352.0
chr17,33855463,33855924,,,251.0
chr17,34057612,34057919,223.0,,
chr17,34077126,34077722,,,596.0
chr17,34115569,34116161,210.0,,
chr17,34239816,34240061,,,245.0
chr17,34399986,34400494,,,345.0
chr17,34535033,34535351,309.0,,
chr17,35378286,35378752,,,17.5
chr17,35950564,35951041,,477.0,
chr17,36133997,36134279,,,4.0
chr17,36157202,36158002,,,491.0
chr17,36368249,36368664,360.0,,415.0
chr17,37079304,37079904,,,501.0
chr17,39980072,39981816,1744.0,,
chr17,39982025,39982593,568.0,,
chr17,39982702,39983468,766.0,,
chr17,39984503,39985663,1160.0,,
chr17,43402230,43402533,223.0,,
chr17,44693943,44694620,434.0,663.0,
chr17,44706027,44706936,,909.0,
chr17,44791378,44792046,525.0,668.0,
chr17,45570287,45571030,,,665.0
chr17,45694887,45695446,,559.0,
chr17,46919365,46920349,,,487.0
chr17,47430097,47430596,441.0,,
chr17,47648034,47648457,,,423.0
chr17,47668332,47668897,,565.0,
chr17,47701655,47701899,244.0,,
chr17,50870435,50870637,24.0,,
chr17,51944593,51945024,,398.0,
chr17,51952987,51954092,,1051.0,
chr17,52043204,52043631,,427.0,
chr17,52288384,52288875,,491.0,
chr17,52301673,52302648,573.0,975.0,
chr17,52307572,52308320,,748.0,
chr17,53709131,53710069,,,330.0
chr17,56218263,56219187,,,545.0
chr17,56395238,56396400,,,304.0
chr17,56612075,56612681,,456.0,
chr17,56752648,56753111,,,63.0
chr17,56903991,56904855,,,745.0
chr17,57199307,57200356,656.0,,775.0
chr17,57248142,57248642,,500.0,
chr17,57333388,57334073,,685.0,
chr17,63673410,63673854,,,444.0
chr17,64939859,64940103,,,244.0
chr17,64949746,64950910,,,589.0
chr17,64966939,64967584,,,254.0
chr17,66234087,66235090,,,773.0
chr17,66289079,66289593,,514.0,
chr17,66460433,66461396,,706.0,
chr17,68090636,68090899,,,263.0
chr17,71201558,71202464,,,906.0
chr17,71317974,71318363,,,389.0
chr17,71322671,71323294,623.0,,
chr17,71514451,71514651,,200.0,
chr17,71947636,71948527,,,365.0
chr17,74298821,74299511,,,87.0
chr17,74888573,74889365,,,683.0
chr17,79698148,79698679,382.0,531.0,
chr17,80526586,80526994,,,285.0
chr17,80527116,80527362,,,246.0
chr17,80567151,80567664,,513.0,
chr17,80900555,80900969,179.0,411.0,
chr17,80952501,80953476,,,490.5
chr17,81171757,81172459,,702.0,
chr17,83706309,83706509,200.0,,
chr17,83711740,83712251,511.0,,
chr17,84053933,84054611,392.0,,
chr17,84260987,84262287,,,988.0
chr17,84515604,84516342,499.0,,
chr17,84586958,84588239,,,599.0
chr17,84732125,84732827,441.0,603.0,
chr17,84818715,84819648,,933.0,
chr17,85277230,85277567,,,337.0
chr17,86895021,86895581,,,95.0
chr17,87250158,87250461,,303.0,
chr17,87251834,87252404,448.0,570.0,
